Année,Matière,Catégorie,Sous-catégorie,Statut,Valeur
2011,Fruits,EXPORTATION,Agrumes de bouche,Prix moyen (FCFA/KG),144.7124436679868
2012,Fruits,EXPORTATION,Agrumes de bouche,Prix moyen (FCFA/KG),134.38928300161479
2003,Fruits,CONSOMMATION,Orange locale,Prix moyen (FCFA/KG)
2004,Fruits,CONSOMMATION,Orange locale,Prix moyen (FCFA/KG),164.17283333333333
2005,Fruits,CONSOMMATION,Orange locale,Prix moyen (FCFA/KG),155.637
2006,Fruits,CONSOMMATION,Orange locale,Prix moyen (FCFA/KG),155.47941666666665
2007,Fruits,CONSOMMATION,Orange locale,Prix moyen (FCFA/KG),159.25333333333336
2008,Fruits,CONSOMMATION,Orange locale,Prix moyen (FCFA/KG),171.2939791666667
2009,Fruits,CONSOMMATION,Orange locale,Prix moyen (FCFA/KG),185
2010,Fruits,CONSOMMATION,Orange locale,Prix moyen (FCFA/KG),213
2011,Fruits,CONSOMMATION,Orange locale,Prix moyen (FCFA/KG),252
2012,Fruits,CONSOMMATION,Orange locale,Prix moyen (FCFA/KG),222.7653333333333
2003,Fruits,CONSOMMATION,Citron,Prix moyen (FCFA/KG)
2004,Fruits,CONSOMMATION,Citron,Prix moyen (FCFA/KG),326.19658333333336
2005,Fruits,CONSOMMATION,Citron,Prix moyen (FCFA/KG),322.50941666666665
2006,Fruits,CONSOMMATION,Citron,Prix moyen (FCFA/KG),320.7393333333333
2007,Fruits,CONSOMMATION,Citron,Prix moyen (FCFA/KG),400.49766666666665
2008,Fruits,CONSOMMATION,Citron,Prix moyen (FCFA/KG),421.95785416666666
2009,Fruits,CONSOMMATION,Citron,Prix moyen (FCFA/KG),432
2010,Fruits,CONSOMMATION,Citron,Prix moyen (FCFA/KG),447
2011,Fruits,CONSOMMATION,Citron,Prix moyen (FCFA/KG),434
2012,Fruits,CONSOMMATION,Citron,Prix moyen (FCFA/KG),566.1033333333334
2003,Fruits,CONSOMMATION,Papaye,Prix moyen (FCFA/KG)
2004,Fruits,CONSOMMATION,Papaye,Prix moyen (FCFA/KG),281.8165833333333
2005,Fruits,CONSOMMATION,Papaye,Prix moyen (FCFA/KG),316.87916666666666
2006,Fruits,CONSOMMATION,Papaye,Prix moyen (FCFA/KG),333.3885
2007,Fruits,CONSOMMATION,Papaye,Prix moyen (FCFA/KG),358.04225
2008,Fruits,CONSOMMATION,Papaye,Prix moyen (FCFA/KG),368.08687499999996
2009,Fruits,CONSOMMATION,Papaye,Prix moyen (FCFA/KG),340
2010,Fruits,CONSOMMATION,Papaye,Prix moyen (FCFA/KG),395
2011,Fruits,CONSOMMATION,Papaye,Prix moyen (FCFA/KG),419
2012,Fruits,CONSOMMATION,Papaye,Prix moyen (FCFA/KG),386.03683333333333
2003,Fruits,CONSOMMATION,Avocat,Prix moyen (FCFA/KG)
2004,Fruits,CONSOMMATION,Avocat,Prix moyen (FCFA/KG),281.93458333333336
2005,Fruits,CONSOMMATION,Avocat,Prix moyen (FCFA/KG),299.04650000000004
2006,Fruits,CONSOMMATION,Avocat,Prix moyen (FCFA/KG),308.02116666666666
2007,Fruits,CONSOMMATION,Avocat,Prix moyen (FCFA/KG),335.723
2008,Fruits,CONSOMMATION,Avocat,Prix moyen (FCFA/KG),434.10214583333334
2009,Fruits,CONSOMMATION,Avocat,Prix moyen (FCFA/KG),405
2010,Fruits,CONSOMMATION,Avocat,Prix moyen (FCFA/KG),436
2011,Fruits,CONSOMMATION,Avocat,Prix moyen (FCFA/KG),451
2012,Fruits,CONSOMMATION,Avocat,Prix moyen (FCFA/KG),468.04333333333335
2003,Sucre,PRODUCTION,Canne à sucre,Quantité transformée (1000 X tonne),1493.73
2004,Sucre,PRODUCTION,Canne à sucre,Quantité transformée (1000 X tonne),1314.14
2005,Sucre,PRODUCTION,Canne à sucre,Quantité transformée (1000 X tonne),1456.28
2006,Sucre,PRODUCTION,Canne à sucre,Quantité transformée (1000 X tonne),1448.01
2007,Sucre,PRODUCTION,Canne à sucre,Quantité transformée (1000 X tonne),1636.3
2008,Sucre,PRODUCTION,Canne à sucre,Quantité transformée (1000 X tonne),1660.08
2009,Sucre,PRODUCTION,Canne à sucre,Quantité transformée (1000 X tonne),1578.64
2010,Sucre,PRODUCTION,Canne à sucre,Quantité transformée (1000 X tonne),1685.0000000000002
2011,Sucre,PRODUCTION,Canne à sucre,Quantité transformée (1000 X tonne),1940.493
2012,Sucre,PRODUCTION,Canne à sucre,Quantité transformée (1000 X tonne),1866.748
2003,Sucre,PRODUCTION,Sucre,Quantité transformée (1000 X tonne),149.373
2004,Sucre,PRODUCTION,Sucre,Quantité transformée (1000 X tonne),131.414
2005,Sucre,PRODUCTION,Sucre,Quantité transformée (1000 X tonne),145.628
2006,Sucre,PRODUCTION,Sucre,Quantité transformée (1000 X tonne),144.801
2007,Sucre,PRODUCTION,Sucre,Quantité transformée (1000 X tonne),163.6
2008,Sucre,PRODUCTION,Sucre,Quantité transformée (1000 X tonne),166.008
2009,Sucre,PRODUCTION,Sucre,Quantité transformée (1000 X tonne),157.864
2010,Sucre,PRODUCTION,Sucre,Quantité transformée (1000 X tonne),168.5
2011,Sucre,PRODUCTION,Sucre,Quantité transformée (1000 X tonne),186.394
2012,Sucre,PRODUCTION,Sucre,Quantité transformée (1000 X tonne),195.924
2003,Sucre,EXPORTATION,Sucre,Quantité (1000 X tonne),41.709293
2004,Sucre,EXPORTATION,Sucre,Quantité (1000 X tonne),26.055109
2005,Sucre,EXPORTATION,Sucre,Quantité (1000 X tonne),27.764
2006,Sucre,EXPORTATION,Sucre,Quantité (1000 X tonne),3.707113
2007,Sucre,EXPORTATION,Sucre,Quantité (1000 X tonne),2.255555
2008,Sucre,EXPORTATION,Sucre,Quantité (1000 X tonne),9.460843
2009,Sucre,EXPORTATION,Sucre,Quantité (1000 X tonne),10.63607
2010,Sucre,EXPORTATION,Sucre,Quantité (1000 X tonne),8.339244
2011,Sucre,EXPORTATION,Sucre,Quantité (1000 X tonne),5.16021
2012,Sucre,EXPORTATION,Sucre,Quantité (1000 X tonne),16.925433
2003,Sucre,EXPORTATION,Sucre,Prix moyen (FCFA/KG),305
2004,Sucre,EXPORTATION,Sucre,Prix moyen (FCFA/KG),348
2005,Sucre,EXPORTATION,Sucre,Prix moyen (FCFA/KG),290
2006,Sucre,EXPORTATION,Sucre,Prix moyen (FCFA/KG),347
2007,Sucre,EXPORTATION,Sucre,Prix moyen (FCFA/KG),459
2008,Sucre,EXPORTATION,Sucre,Prix moyen (FCFA/KG),326
2009,Sucre,EXPORTATION,Sucre,Prix moyen (FCFA/KG),346
2010,Sucre,EXPORTATION,Sucre,Prix moyen (FCFA/KG),346
2011,Sucre,EXPORTATION,Sucre,Prix moyen (FCFA/KG),462
2012,Sucre,EXPORTATION,Sucre,Prix moyen (FCFA/KG),456
2003,Féculents,PRODUCTION,Igname,Quantité (1000 X tonne),4836.961
2004,Féculents,PRODUCTION,Igname,Quantité (1000 X tonne),4970.949
2005,Féculents,PRODUCTION,Igname,Quantité (1000 X tonne),5160.307
2006,Féculents,PRODUCTION,Igname,Quantité (1000 X tonne),5568.989
2007,Féculents,PRODUCTION,Igname,Quantité (1000 X tonne),5502.3
2008,Féculents,PRODUCTION,Igname,Quantité (1000 X tonne),5945.375
2009,Féculents,PRODUCTION,Igname,Quantité (1000 X tonne),4701.0585
2010,Féculents,PRODUCTION,Igname,Quantité (1000 X tonne),5392.37
2011,Féculents,PRODUCTION,Igname,Quantité (1000 X tonne),5531.865
2012,Féculents,PRODUCTION,Igname,Quantité (1000 X tonne),5674.969
2003,Féculents,PRODUCTION,Manioc frais,Quantité (1000 X tonne),2060.259
2004,Féculents,PRODUCTION,Manioc frais,Quantité (1000 X tonne),2047.064
2005,Féculents,PRODUCTION,Manioc frais,Quantité (1000 X tonne),2197.985
2006,Féculents,PRODUCTION,Manioc frais,Quantité (1000 X tonne),2267.137
2007,Féculents,PRODUCTION,Manioc frais,Quantité (1000 X tonne),2342.2
2008,Féculents,PRODUCTION,Manioc frais,Quantité (1000 X tonne),2531.241
2009,Féculents,PRODUCTION,Manioc frais,Quantité (1000 X tonne),3213.6284
2010,Féculents,PRODUCTION,Manioc frais,Quantité (1000 X tonne),2306.839
2011,Féculents,PRODUCTION,Manioc frais,Quantité (1000 X tonne),2359.015
2012,Féculents,PRODUCTION,Manioc frais,Quantité (1000 X tonne),2412.371
2003,Féculents,PRODUCTION,Banane plantain,Quantité (1000 X tonne),1497.639
2004,Féculents,PRODUCTION,Banane plantain,Quantité (1000 X tonne),1519.716
2005,Féculents,PRODUCTION,Banane plantain,Quantité (1000 X tonne),1569.866
2006,Féculents,PRODUCTION,Banane plantain,Quantité (1000 X tonne),1540.039
2007,Féculents,PRODUCTION,Banane plantain,Quantité (1000 X tonne),1510.8
2008,Féculents,PRODUCTION,Banane plantain,Quantité (1000 X tonne),1674.693
2009,Féculents,PRODUCTION,Banane plantain,Quantité (1000 X tonne),1496.673
2010,Féculents,PRODUCTION,Banane plantain,Quantité (1000 X tonne),1541.573
2011,Féculents,PRODUCTION,Banane plantain,Quantité (1000 X tonne),1559.207
2012,Féculents,PRODUCTION,Banane plantain,Quantité (1000 X tonne),1577.043
2003,Féculents,PRODUCTION,Patate douce,Quantité (1000 X tonne),44.223
2004,Féculents,PRODUCTION,Patate douce,Quantité (1000 X tonne),44.921
2005,Féculents,PRODUCTION,Patate douce,Quantité (1000 X tonne),46.403
2006,Féculents,PRODUCTION,Patate douce,Quantité (1000 X tonne),47.935
2007,Féculents,PRODUCTION,Patate douce,Quantité (1000 X tonne),49.5
2008,Féculents,PRODUCTION,Patate douce,Quantité (1000 X tonne),51.002
2009,Féculents,PRODUCTION,Patate douce,Quantité (1000 X tonne),45.58
2010,Féculents,PRODUCTION,Patate douce,Quantité (1000 X tonne),47.039
2011,Féculents,PRODUCTION,Patate douce,Quantité (1000 X tonne),45.164
2012,Féculents,PRODUCTION,Patate douce,Quantité (1000 X tonne),46.549
2003,Féculents,PRODUCTION,Taro,Quantité (1000 X tonne),51.252
2004,Féculents,PRODUCTION,Taro,Quantité (1000 X tonne),52.408
2005,Féculents,PRODUCTION,Taro,Quantité (1000 X tonne),69.605
2006,Féculents,PRODUCTION,Taro,Quantité (1000 X tonne),71.902
2007,Féculents,PRODUCTION,Taro,Quantité (1000 X tonne),74.3
2008,Féculents,PRODUCTION,Taro,Quantité (1000 X tonne),76.503
2009,Féculents,PRODUCTION,Taro,Quantité (1000 X tonne),68.371
2010,Féculents,PRODUCTION,Taro,Quantité (1000 X tonne),70.559
2011,Féculents,PRODUCTION,Taro,Quantité (1000 X tonne),69.682
2012,Féculents,PRODUCTION,Taro,Quantité (1000 X tonne),71.772
2003,Féculents,EXPORTATION,Igname,Quantité (1000 X tonne),217.375
2004,Féculents,EXPORTATION,Igname,Quantité (1000 X tonne),318.843
2005,Féculents,EXPORTATION,Igname,Quantité (1000 X tonne),413.287
2006,Féculents,EXPORTATION,Igname,Quantité (1000 X tonne),565.883
2007,Féculents,EXPORTATION,Igname,Quantité (1000 X tonne),613.852
2008,Féculents,EXPORTATION,Igname,Quantité (1000 X tonne),700
2009,Féculents,EXPORTATION,Igname,Quantité (1000 X tonne),730.133
2010,Féculents,EXPORTATION,Igname,Quantité (1000 X tonne),881
2011,Féculents,EXPORTATION,Igname,Quantité (1000 X tonne),2344.009
2012,Féculents,EXPORTATION,Igname,Quantité (1000 X tonne),6177.303
2003,Féculents,EXPORTATION,Igname,Prix moyen (FCFA/KG),128.02004370327774
2004,Féculents,EXPORTATION,Igname,Prix moyen (FCFA/KG),249.04348535172483
2005,Féculents,EXPORTATION,Igname,Prix moyen (FCFA/KG),271.20036681531235
2006,Féculents,EXPORTATION,Igname,Prix moyen (FCFA/KG),255.44857329165217
2007,Féculents,EXPORTATION,Igname,Prix moyen (FCFA/KG),205.7888644168301
2008,Féculents,EXPORTATION,Igname,Prix moyen (FCFA/KG),168
2009,Féculents,EXPORTATION,Igname,Prix moyen (FCFA/KG),150.2655735324934
2010,Féculents,EXPORTATION,Igname,Prix moyen (FCFA/KG),320
2011,Féculents,EXPORTATION,Igname,Prix moyen (FCFA/KG),112.17770281598749
2012,Féculents,EXPORTATION,Igname,Prix moyen (FCFA/KG),58.99424927027216
2003,Féculents,EXPORTATION,Manioc,Quantité (1000 X tonne),2027
2004,Féculents,EXPORTATION,Manioc,Quantité (1000 X tonne),41900
2005,Féculents,EXPORTATION,Manioc,Quantité (1000 X tonne),56023
2006,Féculents,EXPORTATION,Manioc,Quantité (1000 X tonne),48013
2007,Féculents,EXPORTATION,Manioc,Quantité (1000 X tonne),75026
2008,Féculents,EXPORTATION,Manioc,Quantité (1000 X tonne),160118
2009,Féculents,EXPORTATION,Manioc,Quantité (1000 X tonne),26432
2010,Féculents,EXPORTATION,Manioc,Quantité (1000 X tonne),24947
2011,Féculents,EXPORTATION,Manioc,Quantité (1000 X tonne)
2012,Féculents,EXPORTATION,Manioc,Quantité (1000 X tonne),36.877
2003,Féculents,EXPORTATION,Manioc,Prix moyen (FCFA/KG),510.7888505180069
2004,Féculents,EXPORTATION,Manioc,Prix moyen (FCFA/KG),185.5721002386635
2005,Féculents,EXPORTATION,Manioc,Prix moyen (FCFA/KG),155.50850543526767
2006,Féculents,EXPORTATION,Manioc,Prix moyen (FCFA/KG),256.59644263012103
2007,Féculents,EXPORTATION,Manioc,Prix moyen (FCFA/KG),205.78920640844507
2008,Féculents,EXPORTATION,Manioc,Prix moyen (FCFA/KG),170
2009,Féculents,EXPORTATION,Manioc,Prix moyen (FCFA/KG),292.4951573849879
2010,Féculents,EXPORTATION,Manioc,Prix moyen (FCFA/KG),400
2011,Féculents,EXPORTATION,Manioc,Prix moyen (FCFA/KG)
2012,Féculents,EXPORTATION,Manioc,Prix moyen (FCFA/KG),173
2003,Féculents,PRIX MOYEN A LA CONSOMMATION,"Igname précoce ""Pkonan""",Prix moyen (FCFA/KG),137.33858666974098
2004,Féculents,PRIX MOYEN A LA CONSOMMATION,"Igname précoce ""Pkonan""",Prix moyen (FCFA/KG),138.40133333333333
2005,Féculents,PRIX MOYEN A LA CONSOMMATION,"Igname précoce ""Pkonan""",Prix moyen (FCFA/KG),126.73134474936118
2006,Féculents,PRIX MOYEN A LA CONSOMMATION,"Igname précoce ""Pkonan""",Prix moyen (FCFA/KG),150.85203339046643
2007,Féculents,PRIX MOYEN A LA CONSOMMATION,"Igname précoce ""Pkonan""",Prix moyen (FCFA/KG),164.02913781420827
2008,Féculents,PRIX MOYEN A LA CONSOMMATION,"Igname précoce ""Pkonan""",Prix moyen (FCFA/KG),335.1253958333333
2009,Féculents,PRIX MOYEN A LA CONSOMMATION,"Igname précoce ""Pkonan""",Prix moyen (FCFA/KG),318
2010,Féculents,PRIX MOYEN A LA CONSOMMATION,"Igname précoce ""Pkonan""",Prix moyen (FCFA/KG),403
2011,Féculents,PRIX MOYEN A LA CONSOMMATION,"Igname précoce ""Pkonan""",Prix moyen (FCFA/KG),458
2012,Féculents,PRIX MOYEN A LA CONSOMMATION,"Igname précoce ""Pkonan""",Prix moyen (FCFA/KG),387.30899999999997
2003,Féculents,PRIX MOYEN A LA CONSOMMATION,"Igname tardive ""Klinglè""",Prix moyen (FCFA/KG),167.6861148102074
2004,Féculents,PRIX MOYEN A LA CONSOMMATION,"Igname tardive ""Klinglè""",Prix moyen (FCFA/KG),152.50050000000002
2005,Féculents,PRIX MOYEN A LA CONSOMMATION,"Igname tardive ""Klinglè""",Prix moyen (FCFA/KG),156.54862859463793
2006,Féculents,PRIX MOYEN A LA CONSOMMATION,"Igname tardive ""Klinglè""",Prix moyen (FCFA/KG),151.4984678602203
2007,Féculents,PRIX MOYEN A LA CONSOMMATION,"Igname tardive ""Klinglè""",Prix moyen (FCFA/KG),223.30650037397453
2008,Féculents,PRIX MOYEN A LA CONSOMMATION,"Igname tardive ""Klinglè""",Prix moyen (FCFA/KG),360.90752083333336
2009,Féculents,PRIX MOYEN A LA CONSOMMATION,"Igname tardive ""Klinglè""",Prix moyen (FCFA/KG),468
2010,Féculents,PRIX MOYEN A LA CONSOMMATION,"Igname tardive ""Klinglè""",Prix moyen (FCFA/KG),474
2011,Féculents,PRIX MOYEN A LA CONSOMMATION,"Igname tardive ""Klinglè""",Prix moyen (FCFA/KG),476
2012,Féculents,PRIX MOYEN A LA CONSOMMATION,"Igname tardive ""Klinglè""",Prix moyen (FCFA/KG),304.7816666666667
2003,Féculents,PRIX MOYEN A LA CONSOMMATION,Manioc frais,Prix moyen (FCFA/KG),206.5720179477574
2004,Féculents,PRIX MOYEN A LA CONSOMMATION,Manioc frais,Prix moyen (FCFA/KG),166.67149999999998
2005,Féculents,PRIX MOYEN A LA CONSOMMATION,Manioc frais,Prix moyen (FCFA/KG),174.9476222135455
2006,Féculents,PRIX MOYEN A LA CONSOMMATION,Manioc frais,Prix moyen (FCFA/KG),207.35228243451866
2007,Féculents,PRIX MOYEN A LA CONSOMMATION,Manioc frais,Prix moyen (FCFA/KG),188.78757965573143
2008,Féculents,PRIX MOYEN A LA CONSOMMATION,Manioc frais,Prix moyen (FCFA/KG),221.07183333333336
2009,Féculents,PRIX MOYEN A LA CONSOMMATION,Manioc frais,Prix moyen (FCFA/KG),218
2010,Féculents,PRIX MOYEN A LA CONSOMMATION,Manioc frais,Prix moyen (FCFA/KG),226
2011,Féculents,PRIX MOYEN A LA CONSOMMATION,Manioc frais,Prix moyen (FCFA/KG),228
2012,Féculents,PRIX MOYEN A LA CONSOMMATION,Manioc frais,Prix moyen (FCFA/KG),242.87966666666668
2003,Féculents,PRIX MOYEN A LA CONSOMMATION,Banane plantain,Prix moyen (FCFA/KG),249.6733953351211
2004,Féculents,PRIX MOYEN A LA CONSOMMATION,Banane plantain,Prix moyen (FCFA/KG),231.1486666666667
2005,Féculents,PRIX MOYEN A LA CONSOMMATION,Banane plantain,Prix moyen (FCFA/KG),208.7886792062886
2006,Féculents,PRIX MOYEN A LA CONSOMMATION,Banane plantain,Prix moyen (FCFA/KG),198.58942566683507
2007,Féculents,PRIX MOYEN A LA CONSOMMATION,Banane plantain,Prix moyen (FCFA/KG),301.06168301456194
2008,Féculents,PRIX MOYEN A LA CONSOMMATION,Banane plantain,Prix moyen (FCFA/KG),221.07183333333336
2009,Féculents,PRIX MOYEN A LA CONSOMMATION,Banane plantain,Prix moyen (FCFA/KG),218
2010,Féculents,PRIX MOYEN A LA CONSOMMATION,Banane plantain,Prix moyen (FCFA/KG),226
2011,Féculents,PRIX MOYEN A LA CONSOMMATION,Banane plantain,Prix moyen (FCFA/KG),228
2012,Féculents,PRIX MOYEN A LA CONSOMMATION,Banane plantain,Prix moyen (FCFA/KG),298.8561666666667
2003,Riz,PRODUCTION,Riz paddy,Quantité (1000 X tonne),659.824
2004,Riz,PRODUCTION,Riz paddy,Quantité (1000 X tonne),673.006
2005,Riz,PRODUCTION,Riz paddy,Quantité (1000 X tonne),703.931
2006,Riz,PRODUCTION,Riz paddy,Quantité (1000 X tonne),715.898
2007,Riz,PRODUCTION,Riz paddy,Quantité (1000 X tonne),606.3
2008,Riz,PRODUCTION,Riz paddy,Quantité (1000 X tonne),679.969
2009,Riz,PRODUCTION,Riz paddy,Quantité (1000 X tonne),687.721
2010,Riz,PRODUCTION,Riz paddy,Quantité (1000 X tonne),722.609
2011,Riz,PRODUCTION,Riz paddy,Quantité (1000 X tonne),873.016
2012,Riz,PRODUCTION,Riz paddy,Quantité (1000 X tonne),1561.905
2003,Riz,IMPORTATION,Riz blanchi,Quantité (1000 X tonne),735.759047
2004,Riz,IMPORTATION,Riz blanchi,Quantité (1000 X tonne),715.379
2005,Riz,IMPORTATION,Riz blanchi,Quantité (1000 X tonne),808.205
2006,Riz,IMPORTATION,Riz blanchi,Quantité (1000 X tonne),903.215
2007,Riz,IMPORTATION,Riz blanchi,Quantité (1000 X tonne),808.779491
2008,Riz,IMPORTATION,Riz blanchi,Quantité (1000 X tonne),756.676694
2009,Riz,IMPORTATION,Riz blanchi,Quantité (1000 X tonne),1105.899465
2010,Riz,IMPORTATION,Riz blanchi,Quantité (1000 X tonne),837.938
2011,Riz,IMPORTATION,Riz blanchi,Quantité (1000 X tonne),935.012286
2012,Riz,IMPORTATION,Riz blanchi,Quantité (1000 X tonne),1267.720327
2003,Riz,IMPORTATION,Riz blanchi,Prix moyen (FCFA/KG),124.04227866599375
2004,Riz,IMPORTATION,Riz blanchi,Prix moyen (FCFA/KG),158.25317768623344
2005,Riz,IMPORTATION,Riz blanchi,Prix moyen (FCFA/KG),165.70053389919633
2006,Riz,IMPORTATION,Riz blanchi,Prix moyen (FCFA/KG),168.61212446648915
2007,Riz,IMPORTATION,Riz blanchi,Prix moyen (FCFA/KG),292.64368333333334
2008,Riz,IMPORTATION,Riz blanchi,Prix moyen (FCFA/KG),277
2009,Riz,IMPORTATION,Riz blanchi,Prix moyen (FCFA/KG),254.52554190990588
2010,Riz,IMPORTATION,Riz blanchi,Prix moyen (FCFA/KG),271.52486222130995
2011,Riz,IMPORTATION,Riz blanchi,Prix moyen (FCFA/KG),286.77301001475826
2012,Riz,IMPORTATION,Riz blanchi,Prix moyen (FCFA/KG),275.5137431680545
2003,Riz,PRIX MOYEN A LA CONSOMMATION,Riz local blanchi,Prix moyen (FCFA/KG),295.5069090909091
2004,Riz,PRIX MOYEN A LA CONSOMMATION,Riz local blanchi,Prix moyen (FCFA/KG),296.18691666666666
2005,Riz,PRIX MOYEN A LA CONSOMMATION,Riz local blanchi,Prix moyen (FCFA/KG),302.6871666666667
2006,Riz,PRIX MOYEN A LA CONSOMMATION,Riz local blanchi,Prix moyen (FCFA/KG),301.57975000000005
2007,Riz,PRIX MOYEN A LA CONSOMMATION,Riz local blanchi,Prix moyen (FCFA/KG),300.771
2008,Riz,PRIX MOYEN A LA CONSOMMATION,Riz local blanchi,Prix moyen (FCFA/KG),401.68083333333334
2009,Riz,PRIX MOYEN A LA CONSOMMATION,Riz local blanchi,Prix moyen (FCFA/KG),410
2010,Riz,PRIX MOYEN A LA CONSOMMATION,Riz local blanchi,Prix moyen (FCFA/KG),416
2011,Riz,PRIX MOYEN A LA CONSOMMATION,Riz local blanchi,Prix moyen (FCFA/KG),448
2012,Riz,PRIX MOYEN A LA CONSOMMATION,Riz local blanchi,Prix moyen (FCFA/KG),452.14483333333334
2004,Les maraîchères,PRODUCTION,Aubergine,Quantité (1000 X tonne),70
2005,Les maraîchères,PRODUCTION,Aubergine,Quantité (1000 X tonne),72.4
2006,Les maraîchères,PRODUCTION,Aubergine,Quantité (1000 X tonne),74.7
2007,Les maraîchères,PRODUCTION,Aubergine,Quantité (1000 X tonne),76.2
2008,Les maraîchères,PRODUCTION,Aubergine,Quantité (1000 X tonne),77.744
2009,Les maraîchères,PRODUCTION,Aubergine,Quantité (1000 X tonne),81.476
2010,Les maraîchères,PRODUCTION,Aubergine,Quantité (1000 X tonne),83.983
2011,Les maraîchères,PRODUCTION,Aubergine,Quantité (1000 X tonne),85.739
2012,Les maraîchères,PRODUCTION,Aubergine,Quantité (1000 X tonne)
2004,Les maraîchères,PRODUCTION,Concombre,Quantité (1000 X tonne),17.9
2005,Les maraîchères,PRODUCTION,Concombre,Quantité (1000 X tonne),18.5
2006,Les maraîchères,PRODUCTION,Concombre,Quantité (1000 X tonne),19.1
2007,Les maraîchères,PRODUCTION,Concombre,Quantité (1000 X tonne),19.7
2008,Les maraîchères,PRODUCTION,Concombre,Quantité (1000 X tonne),20.327
2009,Les maraîchères,PRODUCTION,Concombre,Quantité (1000 X tonne),21.01
2010,Les maraîchères,PRODUCTION,Concombre,Quantité (1000 X tonne),21.585933333333287
2011,Les maraîchères,PRODUCTION,Concombre,Quantité (1000 X tonne),22.203961904761854
2012,Les maraîchères,PRODUCTION,Concombre,Quantité (1000 X tonne)
2004,Les maraîchères,PRODUCTION,Courge,Quantité (1000 X tonne),17.7
2005,Les maraîchères,PRODUCTION,Courge,Quantité (1000 X tonne),18.3
2006,Les maraîchères,PRODUCTION,Courge,Quantité (1000 X tonne),18
2007,Les maraîchères,PRODUCTION,Courge,Quantité (1000 X tonne),18.5
2008,Les maraîchères,PRODUCTION,Courge,Quantité (1000 X tonne),19.096
2009,Les maraîchères,PRODUCTION,Courge,Quantité (1000 X tonne),19.8
2010,Les maraîchères,PRODUCTION,Courge,Quantité (1000 X tonne),19.904800000000023
2011,Les maraîchères,PRODUCTION,Courge,Quantité (1000 X tonne),20.287314285714388
2012,Les maraîchères,PRODUCTION,Courge,Quantité (1000 X tonne)
2004,Les maraîchères,PRODUCTION,Chou vert ou pommée,Quantité (1000 X tonne),22
2005,Les maraîchères,PRODUCTION,Chou vert ou pommée,Quantité (1000 X tonne),24
2006,Les maraîchères,PRODUCTION,Chou vert ou pommée,Quantité (1000 X tonne),24.2
2007,Les maraîchères,PRODUCTION,Chou vert ou pommée,Quantité (1000 X tonne),24.4
2008,Les maraîchères,PRODUCTION,Chou vert ou pommée,Quantité (1000 X tonne),24.6
2009,Les maraîchères,PRODUCTION,Chou vert ou pommée,Quantité (1000 X tonne),26.62
2010,Les maraîchères,PRODUCTION,Chou vert ou pommée,Quantité (1000 X tonne),26.813333333333276
2011,Les maraîchères,PRODUCTION,Chou vert ou pommée,Quantité (1000 X tonne),27.530476190476065
2012,Les maraîchères,PRODUCTION,Chou vert ou pommée,Quantité (1000 X tonne)
2004,Les maraîchères,PRODUCTION,Gengimbre frais,Quantité (1000 X tonne),4.5
2005,Les maraîchères,PRODUCTION,Gengimbre frais,Quantité (1000 X tonne),5
2006,Les maraîchères,PRODUCTION,Gengimbre frais,Quantité (1000 X tonne),5.04
2007,Les maraîchères,PRODUCTION,Gengimbre frais,Quantité (1000 X tonne),5.09
2008,Les maraîchères,PRODUCTION,Gengimbre frais,Quantité (1000 X tonne),5.13
2009,Les maraîchères,PRODUCTION,Gengimbre frais,Quantité (1000 X tonne),5.544
2010,Les maraîchères,PRODUCTION,Gengimbre frais,Quantité (1000 X tonne),5.616666666666674
2011,Les maraîchères,PRODUCTION,Gengimbre frais,Quantité (1000 X tonne),5.778380952380928
2012,Les maraîchères,PRODUCTION,Gengimbre frais,Quantité (1000 X tonne)
2004,Les maraîchères,PRODUCTION,Gombo frais,Quantité (1000 X tonne),102.2
2005,Les maraîchères,PRODUCTION,Gombo frais,Quantité (1000 X tonne),105.6
2006,Les maraîchères,PRODUCTION,Gombo frais,Quantité (1000 X tonne),109.1
2007,Les maraîchères,PRODUCTION,Gombo frais,Quantité (1000 X tonne),112.5
2008,Les maraîchères,PRODUCTION,Gombo frais,Quantité (1000 X tonne),115.913
2009,Les maraîchères,PRODUCTION,Gombo frais,Quantité (1000 X tonne),121.477
2010,Les maraîchères,PRODUCTION,Gombo frais,Quantité (1000 X tonne),125.5355
2011,Les maraîchères,PRODUCTION,Gombo frais,Quantité (1000 X tonne),129.594
2012,Les maraîchères,PRODUCTION,Gombo frais,Quantité (1000 X tonne)
2004,Les maraîchères,PRODUCTION,Haricot vert,Quantité (1000 X tonne),3.7
2005,Les maraîchères,PRODUCTION,Haricot vert,Quantité (1000 X tonne),3.7
2006,Les maraîchères,PRODUCTION,Haricot vert,Quantité (1000 X tonne),3.8
2007,Les maraîchères,PRODUCTION,Haricot vert,Quantité (1000 X tonne),4
2008,Les maraîchères,PRODUCTION,Haricot vert,Quantité (1000 X tonne),4.089
2009,Les maraîchères,PRODUCTION,Haricot vert,Quantité (1000 X tonne),4.285
2010,Les maraîchères,PRODUCTION,Haricot vert,Quantité (1000 X tonne),4.4405
2011,Les maraîchères,PRODUCTION,Haricot vert,Quantité (1000 X tonne),4.596
2012,Les maraîchères,PRODUCTION,Haricot vert,Quantité (1000 X tonne)
